county,oshpd_id,hospital,case_mix_index,period_type,period_year
LOS ANGELES,190696,PACIFICA HOSPITAL OF THE VALLEY,1.3157290502793297,FY,2024
LOS ANGELES,190708,SHERMAN OAKS HOSPITAL,1.6968824465765364,FY,2024
LOS ANGELES,190712,SHRINERS HOSPITAL FOR  CHILDREN,,FY,2024
LOS ANGELES,190734,SOUTH BAY MEDICAL CENTER,,FY,2024
LOS ANGELES,190754,ST. FRANCIS MEDICAL CENTER,1.5408487958232755,FY,2024
LOS ANGELES,190756,SAINT JOHN'S HEALTH CENTER,1.7303448278454372,FY,2024
LOS ANGELES,190758,PROVIDENCE SAINT JOSEPH MEDICAL CENTER,1.6615718685372531,FY,2024
LOS ANGELES,190759,ST. LUKE MEDICAL CENTER,,FY,2024
LOS ANGELES,190762,ST. VINCENT MEDICAL CENTER,,FY,2024
LOS ANGELES,190766,COAST PLAZA HOSPITAL,1.604411744505495,FY,2024
LOS ANGELES,190782,TARZANA TREATMENT CENTER,0.8125780658938377,FY,2024
LOS ANGELES,190784,TEMPLE COMMUNITY HOSPITAL,,FY,2024
LOS ANGELES,190796,RONALD REAGAN UCLA MEDICAL CENTER,2.634171791907514,FY,2024
LOS ANGELES,190810,NORTHRIDGE HOSPITAL MEDICAL CENTER - SHERMAN WAY,,FY,2024
LOS ANGELES,190812,VALLEY PRESBYTERIAN HOSPITAL,1.3599402799178224,FY,2024
LOS ANGELES,190814,HOLLYWOOD COMMUNITY HOSPITAL OF VAN NUYS DP APH,,FY,2024
LOS ANGELES,190816,CHILDREN'S COMMUNITY MENTAL HEALTH CENTER,,FY,2024
LOS ANGELES,190818,USC VERDUGO HILLS HOSPITAL,1.4114640099009899,FY,2024
LOS ANGELES,190847,WASHINGTON MEDICAL CENTER,,FY,2024
LOS ANGELES,190854,LOS ANGELES METROPOLITAN MEDICAL CENTER,,FY,2024
LOS ANGELES,190857,WEST COVINA MEDICAL CENTER,,FY,2024
LOS ANGELES,190859,UCLA WEST VALLEY MEDICAL CENTER,1.8666426846683097,FY,2024
LOS ANGELES,190867,SHC SPECIALTY HOSPITAL,,FY,2024
LOS ANGELES,190873,WESTSIDE HOSPITAL,,FY,2024
LOS ANGELES,190878,ADVENTIST HEALTH WHITE MEMORIAL,1.4388416298254427,FY,2024
LOS ANGELES,190883,WHITTIER HOSPITAL MEDICAL CENTER,1.114779142575095,FY,2024
LOS ANGELES,190891,WOODRUFF COMMUNITY HOSPITAL,,FY,2024
LOS ANGELES,190930,RESNICK NEUROPSYCHIATRIC HOSPITAL AT UCLA,1.3241582308142945,FY,2024
LOS ANGELES,190949,HENRY MAYO NEWHALL HOSPITAL,1.54201457601793,FY,2024
LOS ANGELES,191216,USC KENNETH NORRIS JR. CANCER HOSPITAL,3.1616383225806444,FY,2024
LOS ANGELES,191225,TOM REDGATE MEMORIAL RECOVERY CENTER,0.8896886479591838,FY,2024
LOS ANGELES,191227,LAC/HARBOR-UCLA MEDICAL CENTER,1.674075944353201,FY,2024
LOS ANGELES,191228,LOS ANGELES GENERAL MEDICAL CENTER,1.6627774580417194,FY,2024
LOS ANGELES,191230,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",1.4335354971405647,FY,2024
LOS ANGELES,191231,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,1.391977530681162,FY,2024
LOS ANGELES,191261,LOS ANGELES CO HIGH DESERT HOSPITAL,,FY,2024
LOS ANGELES,191306,LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,1.556660903126205,FY,2024
LOS ANGELES,191450,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,1.5152645259421995,FY,2024
LOS ANGELES,194010,AMERICAN RECOVERY CENTER,0.7493486737400531,FY,2024
LOS ANGELES,194219,KECK HOSPITAL OF USC,3.3031944187180153,FY,2024
LOS ANGELES,194967,STAR VIEW ADOLESCENT - P H F,1.2247975,FY,2024
LOS ANGELES,194981,LA CASA PSYCHIATRIC HEALTH FACILITY,1.3664,FY,2024
LOS ANGELES,196035,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,1.3593448251699247,FY,2024
LOS ANGELES,196168,MEMORIALCARE MILLER CHILDREN'S & WOMEN'S HOSPITAL LONG BEACH,1.1948397443943621,FY,2024
LOS ANGELES,196403,KAISER FOUNDATION HOSPITAL - DOWNEY,1.485627496284286,FY,2024
LOS ANGELES,196404,JOYCE EISENBERG KEEFER MEDICAL CENTER,1.222083653846154,FY,2024
LOS ANGELES,196405,PALMDALE REGIONAL MEDICAL CENTER,1.7067631652661075,FY,2024
LOS ANGELES,197931,EXODUS RECOVERY P.H.F.,1.364428804347826,FY,2024
LOS ANGELES,198495,OCEAN VIEW PSYCHIATRIC HEALTH FACILITY,1.332456170703576,FY,2024
MADERA,200030,RIVER VISTA BEHAVIORAL HEALTH,1.3137017492711367,FY,2024
MADERA,200692,CHOWCHILLA DISTRICT MEMORIAL HOSPITAL,,FY,2024
MADERA,201281,MADERA COMMUNITY HOSPITAL,,FY,2024
MADERA,204019,VALLEY CHILDREN'S HOSPITAL,1.8385142755897539,FY,2024
MARIN,210992,KAISER FOUNDATION HOSPITAL - SAN RAFAEL,1.6042915773681965,FY,2024
MARIN,210993,KENTFIELD HOSPITAL,3.2996336690647485,FY,2024
MARIN,211006,MARINHEALTH MEDICAL CENTER,1.569409694142042,FY,2024
MARIN,212637,NOVATO COMMUNITY HOSPITAL - HILL RD,,FY,2024
MARIN,214005,ROSS HOSPITAL,,FY,2024
MARIN,214034,NOVATO COMMUNITY HOSPITAL,1.7379540718259974,FY,2024
MARIPOSA,220733,JOHN C FREMONT HEALTHCARE DISTRICT,0.9767134730538921,FY,2024
MENDOCINO,230949,FRANK R HOWARD MEMORIAL HOSPITAL,,FY,2024
MENDOCINO,231013,ADVENTIST HEALTH MENDOCINO COAST,1.523738594470046,FY,2024
MENDOCINO,231396,ADVENTIST HEALTH UKIAH VALLEY,1.2856607446808506,FY,2024
MENDOCINO,234004,MENDOCINO COUNTY P H F,,FY,2024
MENDOCINO,234038,ADVENTIST HEALTH HOWARD MEMORIAL,1.7333389230769227,FY,2024
MERCED,240803,BLOSS MEMORIAL DISTRICT HOSPITAL,,FY,2024
MERCED,240853,DOS PALOS MEMORIAL HOSPITAL,,FY,2024
MERCED,240924,MEMORIAL HOSPITAL LOS BANOS,1.096971239470517,FY,2024
MERCED,240942,MERCY MEDICAL CENTER - MERCED,1.2965297867335737,FY,2024
MERCED,240948,MERCY MEDICAL CENTER MERCED-DOMINICAN CAMPUS,,FY,2024
MERCED,244002,MERCED COUNTY P.H.F. (B.R.I.T.E. UNIT),,FY,2024
MERCED,244027,MARIE GREEN PSYCHIATRIC CENTER - P H F,1.3350297362110313,FY,2024
MODOC,250955,SURPRISE VALLEY COMMUNITY HOSPITAL,1.4194120000000001,FY,2024
MODOC,250956,MODOC MEDICAL CENTER,,FY,2024
MODOC,254005,MODOC MEDICAL CENTER,1.170268307692308,FY,2024
MONO,260011,MAMMOTH HOSPITAL,1.4569658536585366,FY,2024
MONTEREY,270020,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA - OHANA,1.3663999999999998,FY,2024
MONTEREY,270744,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,1.5843066925923595,FY,2024
MONTEREY,270777,GEORGE L. MEE MEMORIAL HOSPITAL,1.1443487804878048,FY,2024
